date,demand_quantity,part_id,category,service_center
2023-06-07,365,Part-001 (High Vol),High Moving,North
2023-06-08,365,Part-001 (High Vol),High Moving,North
2023-06-09,391,Part-001 (High Vol),High Moving,North
2023-06-10,338,Part-001 (High Vol),High Moving,North
2023-06-11,304,Part-001 (High Vol),High Moving,North
2023-06-12,349,Part-001 (High Vol),High Moving,North
2023-06-13,301,Part-001 (High Vol),High Moving,North
2023-06-14,331,Part-001 (High Vol),High Moving,North
2023-06-15,315,Part-001 (High Vol),High Moving,North
2023-06-16,369,Part-001 (High Vol),High Moving,North
2023-06-17,343,Part-001 (High Vol),High Moving,North
2023-06-18,343,Part-001 (High Vol),High Moving,North
2023-06-19,376,Part-001 (High Vol),High Moving,North
2023-06-20,350,Part-001 (High Vol),High Moving,North
2023-06-21,366,Part-001 (High Vol),High Moving,North
2023-06-22,339,Part-001 (High Vol),High Moving,North
2023-06-23,333,Part-001 (High Vol),High Moving,North
2023-06-24,371,Part-001 (High Vol),High Moving,North
2023-06-25,353,Part-001 (High Vol),High Moving,North
2023-06-26,386,Part-001 (High Vol),High Moving,North
2023-06-27,395,Part-001 (High Vol),High Moving,North
2023-06-28,358,Part-001 (High Vol),High Moving,North
2023-06-29,370,Part-001 (High Vol),High Moving,North
2023-06-30,399,Part-001 (High Vol),High Moving,North
2023-07-01,396,Part-001 (High Vol),High Moving,North
2023-07-02,446,Part-001 (High Vol),High Moving,North
2023-07-03,401,Part-001 (High Vol),High Moving,North
2023-07-04,425,Part-001 (High Vol),High Moving,North
2023-07-05,450,Part-001 (High Vol),High Moving,North
2023-07-06,401,Part-001 (High Vol),High Moving,North
2023-07-07,428,Part-001 (High Vol),High Moving,North
2023-07-08,419,Part-001 (High Vol),High Moving,North
2023-07-09,377,Part-001 (High Vol),High Moving,North
2023-07-10,409,Part-001 (High Vol),High Moving,North
2023-07-11,474,Part-001 (High Vol),High Moving,North
2023-07-12,395,Part-001 (High Vol),High Moving,North
2023-07-13,366,Part-001 (High Vol),High Moving,North
2023-07-14,431,Part-001 (High Vol),High Moving,North
2023-07-15,395,Part-001 (High Vol),High Moving,North
2023-07-16,324,Part-001 (High Vol),High Moving,North
2023-07-17,374,Part-001 (High Vol),High Moving,North
2023-07-18,383,Part-001 (High Vol),High Moving,North
2023-07-19,394,Part-001 (High Vol),High Moving,North
2023-07-20,348,Part-001 (High Vol),High Moving,North
2023-07-21,380,Part-001 (High Vol),High Moving,North
2023-07-22,325,Part-001 (High Vol),High Moving,North
2023-07-23,370,Part-001 (High Vol),High Moving,North
2023-07-24,379,Part-001 (High Vol),High Moving,North
2023-07-25,314,Part-001 (High Vol),High Moving,North
2023-07-26,339,Part-001 (High Vol),High Moving,North
2023-07-27,363,Part-001 (High Vol),High Moving,North
2023-07-28,299,Part-001 (High Vol),High Moving,North
2023-07-29,324,Part-001 (High Vol),High Moving,North
2023-07-30,345,Part-001 (High Vol),High Moving,North
2023-07-31,351,Part-001 (High Vol),High Moving,North
2023-08-01,324,Part-001 (High Vol),High Moving,North
2023-08-02,315,Part-001 (High Vol),High Moving,North
2023-08-03,354,Part-001 (High Vol),High Moving,North
2023-08-04,370,Part-001 (High Vol),High Moving,North
2023-08-05,380,Part-001 (High Vol),High Moving,North
2023-08-06,345,Part-001 (High Vol),High Moving,North
2023-08-07,344,Part-001 (High Vol),High Moving,North
2023-08-08,365,Part-001 (High Vol),High Moving,North
2023-08-09,374,Part-001 (High Vol),High Moving,North
2023-08-10,342,Part-001 (High Vol),High Moving,North
2023-08-11,415,Part-001 (High Vol),High Moving,North
2023-08-12,421,Part-001 (High Vol),High Moving,North
2023-08-13,417,Part-001 (High Vol),High Moving,North
2023-08-14,394,Part-001 (High Vol),High Moving,North
2023-08-15,395,Part-001 (High Vol),High Moving,North
2023-08-16,428,Part-001 (High Vol),High Moving,North
2023-08-17,394,Part-001 (High Vol),High Moving,North
2023-08-18,411,Part-001 (High Vol),High Moving,North
2023-08-19,420,Part-001 (High Vol),High Moving,North
2023-08-20,354,Part-001 (High Vol),High Moving,North
2023-08-21,353,Part-001 (High Vol),High Moving,North
2023-08-22,393,Part-001 (High Vol),High Moving,North
2023-08-23,400,Part-001 (High Vol),High Moving,North
2023-08-24,433,Part-001 (High Vol),High Moving,North
2023-08-25,412,Part-001 (High Vol),High Moving,North
2023-08-26,402,Part-001 (High Vol),High Moving,North
2023-08-27,438,Part-001 (High Vol),High Moving,North
2023-08-28,398,Part-001 (High Vol),High Moving,North
2023-08-29,393,Part-001 (High Vol),High Moving,North
2023-08-30,377,Part-001 (High Vol),High Moving,North
2023-08-31,363,Part-001 (High Vol),High Moving,North
2023-09-01,324,Part-001 (High Vol),High Moving,North
2023-09-02,370,Part-001 (High Vol),High Moving,North
2023-09-03,378,Part-001 (High Vol),High Moving,North
2023-09-04,372,Part-001 (High Vol),High Moving,North
2023-09-05,367,Part-001 (High Vol),High Moving,North
2023-09-06,402,Part-001 (High Vol),High Moving,North
2023-09-07,354,Part-001 (High Vol),High Moving,North
2023-09-08,320,Part-001 (High Vol),High Moving,North
2023-09-09,318,Part-001 (High Vol),High Moving,North
2023-09-10,386,Part-001 (High Vol),High Moving,North
2023-09-11,327,Part-001 (High Vol),High Moving,North
2023-09-12,349,Part-001 (High Vol),High Moving,North
2023-09-13,377,Part-001 (High Vol),High Moving,North
2023-09-14,282,Part-001 (High Vol),High Moving,North
2023-09-15,306,Part-001 (High Vol),High Moving,North
2023-09-16,298,Part-001 (High Vol),High Moving,North
2023-09-17,337,Part-001 (High Vol),High Moving,North
2023-09-18,357,Part-001 (High Vol),High Moving,North
2023-09-19,356,Part-001 (High Vol),High Moving,North
2023-09-20,351,Part-001 (High Vol),High Moving,North
2023-09-21,366,Part-001 (High Vol),High Moving,North
2023-09-22,401,Part-001 (High Vol),High Moving,North
2023-09-23,402,Part-001 (High Vol),High Moving,North
2023-09-24,394,Part-001 (High Vol),High Moving,North
2023-09-25,435,Part-001 (High Vol),High Moving,North
2023-09-26,391,Part-001 (High Vol),High Moving,North
2023-09-27,449,Part-001 (High Vol),High Moving,North
2023-09-28,423,Part-001 (High Vol),High Moving,North
2023-09-29,441,Part-001 (High Vol),High Moving,North
2023-09-30,399,Part-001 (High Vol),High Moving,North
2023-10-01,410,Part-001 (High Vol),High Moving,North
2023-10-02,419,Part-001 (High Vol),High Moving,North
2023-10-03,401,Part-001 (High Vol),High Moving,North
2023-10-04,420,Part-001 (High Vol),High Moving,North
2023-10-05,428,Part-001 (High Vol),High Moving,North
2023-10-06,421,Part-001 (High Vol),High Moving,North
2023-10-07,389,Part-001 (High Vol),High Moving,North
2023-10-08,445,Part-001 (High Vol),High Moving,North
2023-10-09,403,Part-001 (High Vol),High Moving,North
2023-10-10,390,Part-001 (High Vol),High Moving,North
2023-10-11,411,Part-001 (High Vol),High Moving,North
2023-10-12,400,Part-001 (High Vol),High Moving,North
2023-10-13,403,Part-001 (High Vol),High Moving,North
2023-10-14,393,Part-001 (High Vol),High Moving,North
2023-10-15,441,Part-001 (High Vol),High Moving,North
2023-10-16,324,Part-001 (High Vol),High Moving,North
2023-10-17,340,Part-001 (High Vol),High Moving,North
2023-10-18,352,Part-001 (High Vol),High Moving,North
2023-10-19,380,Part-001 (High Vol),High Moving,North
2023-10-20,340,Part-001 (High Vol),High Moving,North
2023-10-21,331,Part-001 (High Vol),High Moving,North
2023-10-22,369,Part-001 (High Vol),High Moving,North
2023-10-23,399,Part-001 (High Vol),High Moving,North
2023-10-24,350,Part-001 (High Vol),High Moving,North
2023-10-25,340,Part-001 (High Vol),High Moving,North
2023-10-26,323,Part-001 (High Vol),High Moving,North
2023-10-27,356,Part-001 (High Vol),High Moving,North
2023-10-28,336,Part-001 (High Vol),High Moving,North
2023-10-29,398,Part-001 (High Vol),High Moving,North
2023-10-30,389,Part-001 (High Vol),High Moving,North
2023-10-31,379,Part-001 (High Vol),High Moving,North
2023-11-01,392,Part-001 (High Vol),High Moving,North
2023-11-02,353,Part-001 (High Vol),High Moving,North
2023-11-03,358,Part-001 (High Vol),High Moving,North
2023-11-04,375,Part-001 (High Vol),High Moving,North
2023-11-05,418,Part-001 (High Vol),High Moving,North
2023-11-06,416,Part-001 (High Vol),High Moving,North
2023-11-07,377,Part-001 (High Vol),High Moving,North
2023-11-08,478,Part-001 (High Vol),High Moving,North
2023-11-09,408,Part-001 (High Vol),High Moving,North
2023-11-10,466,Part-001 (High Vol),High Moving,North
2023-11-11,396,Part-001 (High Vol),High Moving,North
2023-11-12,476,Part-001 (High Vol),High Moving,North
2023-11-13,429,Part-001 (High Vol),High Moving,North
2023-11-14,416,Part-001 (High Vol),High Moving,North
2023-11-15,474,Part-001 (High Vol),High Moving,North
2023-11-16,471,Part-001 (High Vol),High Moving,North
2023-11-17,379,Part-001 (High Vol),High Moving,North
2023-11-18,410,Part-001 (High Vol),High Moving,North
2023-11-19,420,Part-001 (High Vol),High Moving,North
2023-11-20,424,Part-001 (High Vol),High Moving,North
2023-11-21,374,Part-001 (High Vol),High Moving,North
2023-11-22,486,Part-001 (High Vol),High Moving,North
2023-11-23,428,Part-001 (High Vol),High Moving,North
2023-11-24,410,Part-001 (High Vol),High Moving,North
2023-11-25,412,Part-001 (High Vol),High Moving,North
2023-11-26,415,Part-001 (High Vol),High Moving,North
2023-11-27,421,Part-001 (High Vol),High Moving,North
2023-11-28,394,Part-001 (High Vol),High Moving,North
2023-11-29,377,Part-001 (High Vol),High Moving,North
2023-11-30,399,Part-001 (High Vol),High Moving,North
2023-12-01,402,Part-001 (High Vol),High Moving,North
2023-12-02,352,Part-001 (High Vol),High Moving,North
2023-12-03,427,Part-001 (High Vol),High Moving,North
2023-12-04,427,Part-001 (High Vol),High Moving,North
2023-12-05,295,Part-001 (High Vol),High Moving,North
2023-12-06,389,Part-001 (High Vol),High Moving,North
2023-12-07,338,Part-001 (High Vol),High Moving,North
2023-12-08,348,Part-001 (High Vol),High Moving,North
2023-12-09,366,Part-001 (High Vol),High Moving,North
2023-12-10,358,Part-001 (High Vol),High Moving,North
2023-12-11,406,Part-001 (High Vol),High Moving,North
2023-12-12,378,Part-001 (High Vol),High Moving,North
2023-12-13,424,Part-001 (High Vol),High Moving,North
2023-12-14,394,Part-001 (High Vol),High Moving,North
2023-12-15,347,Part-001 (High Vol),High Moving,North
2023-12-16,429,Part-001 (High Vol),High Moving,North
2023-12-17,388,Part-001 (High Vol),High Moving,North
2023-12-18,370,Part-001 (High Vol),High Moving,North
2023-12-19,440,Part-001 (High Vol),High Moving,North
2023-12-20,425,Part-001 (High Vol),High Moving,North
2023-12-21,442,Part-001 (High Vol),High Moving,North
2023-12-22,403,Part-001 (High Vol),High Moving,North
2023-12-23,384,Part-001 (High Vol),High Moving,North
2023-12-24,405,Part-001 (High Vol),High Moving,North
2023-12-25,417,Part-001 (High Vol),High Moving,North
2023-12-26,435,Part-001 (High Vol),High Moving,North
2023-12-27,454,Part-001 (High Vol),High Moving,North
2023-12-28,454,Part-001 (High Vol),High Moving,North
2023-12-29,493,Part-001 (High Vol),High Moving,North
2023-12-30,450,Part-001 (High Vol),High Moving,North
2023-12-31,463,Part-001 (High Vol),High Moving,North
2023-01-01,283,Part-002 (High Vol),High Moving,North
2023-01-02,247,Part-002 (High Vol),High Moving,North
2023-01-03,294,Part-002 (High Vol),High Moving,North
2023-01-04,234,Part-002 (High Vol),High Moving,North
2023-01-05,267,Part-002 (High Vol),High Moving,North
2023-01-06,266,Part-002 (High Vol),High Moving,North
2023-01-07,295,Part-002 (High Vol),High Moving,North
2023-01-08,325,Part-002 (High Vol),High Moving,North
2023-01-09,272,Part-002 (High Vol),High Moving,North
2023-01-10,257,Part-002 (High Vol),High Moving,North
2023-01-11,269,Part-002 (High Vol),High Moving,North
2023-01-12,348,Part-002 (High Vol),High Moving,North
2023-01-13,348,Part-002 (High Vol),High Moving,North
2023-01-14,301,Part-002 (High Vol),High Moving,North
2023-01-15,305,Part-002 (High Vol),High Moving,North
2023-01-16,265,Part-002 (High Vol),High Moving,North
2023-01-17,311,Part-002 (High Vol),High Moving,North
2023-01-18,269,Part-002 (High Vol),High Moving,North
2023-01-19,247,Part-002 (High Vol),High Moving,North
2023-01-20,275,Part-002 (High Vol),High Moving,North
2023-01-21,253,Part-002 (High Vol),High Moving,North
2023-01-22,263,Part-002 (High Vol),High Moving,North
2023-01-23,250,Part-002 (High Vol),High Moving,North
2023-01-24,256,Part-002 (High Vol),High Moving,North
2023-01-25,244,Part-002 (High Vol),High Moving,North
2023-01-26,292,Part-002 (High Vol),High Moving,North
2023-01-27,253,Part-002 (High Vol),High Moving,North
2023-01-28,216,Part-002 (High Vol),High Moving,North
2023-01-29,238,Part-002 (High Vol),High Moving,North
2023-01-30,202,Part-002 (High Vol),High Moving,North
2023-01-31,217,Part-002 (High Vol),High Moving,North
2023-02-01,185,Part-002 (High Vol),High Moving,North
2023-02-02,183,Part-002 (High Vol),High Moving,North
2023-02-03,218,Part-002 (High Vol),High Moving,North
2023-02-04,172,Part-002 (High Vol),High Moving,North
2023-02-05,220,Part-002 (High Vol),High Moving,North
2023-02-06,207,Part-002 (High Vol),High Moving,North
2023-02-07,223,Part-002 (High Vol),High Moving,North
2023-02-08,246,Part-002 (High Vol),High Moving,North
2023-02-09,259,Part-002 (High Vol),High Moving,North
2023-02-10,246,Part-002 (High Vol),High Moving,North
2023-02-11,213,Part-002 (High Vol),High Moving,North
2023-02-12,264,Part-002 (High Vol),High Moving,North
2023-02-13,294,Part-002 (High Vol),High Moving,North
2023-02-14,266,Part-002 (High Vol),High Moving,North
2023-02-15,206,Part-002 (High Vol),High Moving,North
2023-02-16,231,Part-002 (High Vol),High Moving,North
2023-02-17,284,Part-002 (High Vol),High Moving,North
2023-02-18,270,Part-002 (High Vol),High Moving,North
2023-02-19,352,Part-002 (High Vol),High Moving,North
2023-02-20,273,Part-002 (High Vol),High Moving,North
2023-02-21,285,Part-002 (High Vol),High Moving,North
2023-02-22,311,Part-002 (High Vol),High Moving,North
2023-02-23,225,Part-002 (High Vol),High Moving,North
2023-02-24,325,Part-002 (High Vol),High Moving,North
2023-02-25,291,Part-002 (High Vol),High Moving,North
2023-02-26,256,Part-002 (High Vol),High Moving,North
2023-02-27,285,Part-002 (High Vol),High Moving,North
2023-02-28,331,Part-002 (High Vol),High Moving,North
2023-03-01,302,Part-002 (High Vol),High Moving,North
2023-03-02,208,Part-002 (High Vol),High Moving,North
2023-03-03,300,Part-002 (High Vol),High Moving,North
2023-03-04,272,Part-002 (High Vol),High Moving,North
2023-03-05,283,Part-002 (High Vol),High Moving,North
2023-03-06,233,Part-002 (High Vol),High Moving,North
2023-03-07,296,Part-002 (High Vol),High Moving,North
2023-03-08,290,Part-002 (High Vol),High Moving,North
2023-03-09,260,Part-002 (High Vol),High Moving,North
2023-03-10,250,Part-002 (High Vol),High Moving,North
2023-03-11,279,Part-002 (High Vol),High Moving,North
2023-03-12,255,Part-002 (High Vol),High Moving,North
2023-03-13,228,Part-002 (High Vol),High Moving,North
2023-03-14,227,Part-002 (High Vol),High Moving,North
2023-03-15,243,Part-002 (High Vol),High Moving,North
2023-03-16,282,Part-002 (High Vol),High Moving,North
2023-03-17,211,Part-002 (High Vol),High Moving,North
2023-03-18,211,Part-002 (High Vol),High Moving,North
2023-03-19,248,Part-002 (High Vol),High Moving,North
2023-03-20,208,Part-002 (High Vol),High Moving,North
2023-03-21,198,Part-002 (High Vol),High Moving,North
2023-03-22,196,Part-002 (High Vol),High Moving,North
2023-03-23,274,Part-002 (High Vol),High Moving,North
2023-03-24,209,Part-002 (High Vol),High Moving,North
2023-03-25,232,Part-002 (High Vol),High Moving,North
2023-03-26,199,Part-002 (High Vol),High Moving,North
2023-03-27,247,Part-002 (High Vol),High Moving,North
2023-03-28,242,Part-002 (High Vol),High Moving,North
2023-03-29,255,Part-002 (High Vol),High Moving,North
2023-03-30,253,Part-002 (High Vol),High Moving,North
2023-03-31,273,Part-002 (High Vol),High Moving,North
2023-04-01,272,Part-002 (High Vol),High Moving,North
2023-04-02,277,Part-002 (High Vol),High Moving,North
2023-04-03,268,Part-002 (High Vol),High Moving,North
2023-04-04,273,Part-002 (High Vol),High Moving,North
2023-04-05,323,Part-002 (High Vol),High Moving,North
2023-04-06,297,Part-002 (High Vol),High Moving,North
2023-04-07,340,Part-002 (High Vol),High Moving,North
2023-04-08,294,Part-002 (High Vol),High Moving,North
2023-04-09,291,Part-002 (High Vol),High Moving,North
2023-04-10,340,Part-002 (High Vol),High Moving,North
2023-04-11,304,Part-002 (High Vol),High Moving,North
2023-04-12,298,Part-002 (High Vol),High Moving,North
2023-04-13,295,Part-002 (High Vol),High Moving,North
2023-04-14,345,Part-002 (High Vol),High Moving,North
2023-04-15,301,Part-002 (High Vol),High Moving,North
2023-04-16,315,Part-002 (High Vol),High Moving,North
2023-04-17,324,Part-002 (High Vol),High Moving,North
2023-04-18,300,Part-002 (High Vol),High Moving,North
2023-04-19,250,Part-002 (High Vol),High Moving,North
2023-04-20,287,Part-002 (High Vol),High Moving,North
2023-04-21,310,Part-002 (High Vol),High Moving,North
2023-04-22,291,Part-002 (High Vol),High Moving,North
2023-04-23,267,Part-002 (High Vol),High Moving,North
2023-04-24,239,Part-002 (High Vol),High Moving,North
2023-04-25,277,Part-002 (High Vol),High Moving,North
2023-04-26,190,Part-002 (High Vol),High Moving,North
2023-04-27,274,Part-002 (High Vol),High Moving,North
2023-04-28,277,Part-002 (High Vol),High Moving,North
2023-04-29,210,Part-002 (High Vol),High Moving,North
2023-04-30,237,Part-002 (High Vol),High Moving,North
2023-05-01,180,Part-002 (High Vol),High Moving,North
2023-05-02,232,Part-002 (High Vol),High Moving,North
2023-05-03,216,Part-002 (High Vol),High Moving,North
2023-05-04,196,Part-002 (High Vol),High Moving,North
2023-05-05,246,Part-002 (High Vol),High Moving,North
2023-05-06,290,Part-002 (High Vol),High Moving,North
2023-05-07,273,Part-002 (High Vol),High Moving,North
2023-05-08,236,Part-002 (High Vol),High Moving,North
2023-05-09,297,Part-002 (High Vol),High Moving,North
2023-05-10,287,Part-002 (High Vol),High Moving,North
2023-05-11,326,Part-002 (High Vol),High Moving,North
2023-05-12,262,Part-002 (High Vol),High Moving,North
2023-05-13,305,Part-002 (High Vol),High Moving,North
2023-05-14,339,Part-002 (High Vol),High Moving,North
2023-05-15,231,Part-002 (High Vol),High Moving,North
2023-05-16,316,Part-002 (High Vol),High Moving,North
2023-05-17,266,Part-002 (High Vol),High Moving,North
2023-05-18,285,Part-002 (High Vol),High Moving,North
2023-05-19,310,Part-002 (High Vol),High Moving,North
2023-05-20,321,Part-002 (High Vol),High Moving,North
2023-05-21,366,Part-002 (High Vol),High Moving,North
2023-05-22,322,Part-002 (High Vol),High Moving,North
2023-05-23,318,Part-002 (High Vol),High Moving,North
2023-05-24,299,Part-002 (High Vol),High Moving,North
2023-05-25,286,Part-002 (High Vol),High Moving,North
2023-05-26,282,Part-002 (High Vol),High Moving,North
2023-05-27,341,Part-002 (High Vol),High Moving,North
2023-05-28,287,Part-002 (High Vol),High Moving,North
2023-05-29,358,Part-002 (High Vol),High Moving,North
2023-05-30,325,Part-002 (High Vol),High Moving,North
2023-05-31,340,Part-002 (High Vol),High Moving,North
2023-06-01,291,Part-002 (High Vol),High Moving,North
