date,demand_quantity,part_id,category,service_center
2023-04-18,162,Part-001 (High Vol),High Moving,South
2023-04-19,149,Part-001 (High Vol),High Moving,South
2023-04-20,138,Part-001 (High Vol),High Moving,South
2023-04-21,145,Part-001 (High Vol),High Moving,South
2023-04-22,148,Part-001 (High Vol),High Moving,South
2023-04-23,134,Part-001 (High Vol),High Moving,South
2023-04-24,142,Part-001 (High Vol),High Moving,South
2023-04-25,141,Part-001 (High Vol),High Moving,South
2023-04-26,171,Part-001 (High Vol),High Moving,South
2023-04-27,118,Part-001 (High Vol),High Moving,South
2023-04-28,99,Part-001 (High Vol),High Moving,South
2023-04-29,132,Part-001 (High Vol),High Moving,South
2023-04-30,120,Part-001 (High Vol),High Moving,South
2023-05-01,135,Part-001 (High Vol),High Moving,South
2023-05-02,133,Part-001 (High Vol),High Moving,South
2023-05-03,150,Part-001 (High Vol),High Moving,South
2023-05-04,153,Part-001 (High Vol),High Moving,South
2023-05-05,137,Part-001 (High Vol),High Moving,South
2023-05-06,110,Part-001 (High Vol),High Moving,South
2023-05-07,149,Part-001 (High Vol),High Moving,South
2023-05-08,140,Part-001 (High Vol),High Moving,South
2023-05-09,161,Part-001 (High Vol),High Moving,South
2023-05-10,146,Part-001 (High Vol),High Moving,South
2023-05-11,128,Part-001 (High Vol),High Moving,South
2023-05-12,145,Part-001 (High Vol),High Moving,South
2023-05-13,165,Part-001 (High Vol),High Moving,South
2023-05-14,161,Part-001 (High Vol),High Moving,South
2023-05-15,148,Part-001 (High Vol),High Moving,South
2023-05-16,206,Part-001 (High Vol),High Moving,South
2023-05-17,181,Part-001 (High Vol),High Moving,South
2023-05-18,156,Part-001 (High Vol),High Moving,South
2023-05-19,178,Part-001 (High Vol),High Moving,South
2023-05-20,180,Part-001 (High Vol),High Moving,South
2023-05-21,163,Part-001 (High Vol),High Moving,South
2023-05-22,172,Part-001 (High Vol),High Moving,South
2023-05-23,187,Part-001 (High Vol),High Moving,South
2023-05-24,185,Part-001 (High Vol),High Moving,South
2023-05-25,192,Part-001 (High Vol),High Moving,South
2023-05-26,190,Part-001 (High Vol),High Moving,South
2023-05-27,178,Part-001 (High Vol),High Moving,South
2023-05-28,192,Part-001 (High Vol),High Moving,South
2023-05-29,179,Part-001 (High Vol),High Moving,South
2023-05-30,168,Part-001 (High Vol),High Moving,South
2023-05-31,177,Part-001 (High Vol),High Moving,South
2023-06-01,186,Part-001 (High Vol),High Moving,South
2023-06-02,173,Part-001 (High Vol),High Moving,South
2023-06-03,165,Part-001 (High Vol),High Moving,South
2023-06-04,194,Part-001 (High Vol),High Moving,South
2023-06-05,162,Part-001 (High Vol),High Moving,South
2023-06-06,156,Part-001 (High Vol),High Moving,South
2023-06-07,111,Part-001 (High Vol),High Moving,South
2023-06-08,144,Part-001 (High Vol),High Moving,South
2023-06-09,169,Part-001 (High Vol),High Moving,South
2023-06-10,155,Part-001 (High Vol),High Moving,South
2023-06-11,160,Part-001 (High Vol),High Moving,South
2023-06-12,143,Part-001 (High Vol),High Moving,South
2023-06-13,138,Part-001 (High Vol),High Moving,South
2023-06-14,180,Part-001 (High Vol),High Moving,South
2023-06-15,169,Part-001 (High Vol),High Moving,South
2023-06-16,163,Part-001 (High Vol),High Moving,South
2023-06-17,123,Part-001 (High Vol),High Moving,South
2023-06-18,155,Part-001 (High Vol),High Moving,South
2023-06-19,142,Part-001 (High Vol),High Moving,South
2023-06-20,150,Part-001 (High Vol),High Moving,South
2023-06-21,144,Part-001 (High Vol),High Moving,South
2023-06-22,148,Part-001 (High Vol),High Moving,South
2023-06-23,177,Part-001 (High Vol),High Moving,South
2023-06-24,165,Part-001 (High Vol),High Moving,South
2023-06-25,199,Part-001 (High Vol),High Moving,South
2023-06-26,165,Part-001 (High Vol),High Moving,South
2023-06-27,158,Part-001 (High Vol),High Moving,South
2023-06-28,165,Part-001 (High Vol),High Moving,South
2023-06-29,173,Part-001 (High Vol),High Moving,South
2023-06-30,152,Part-001 (High Vol),High Moving,South
2023-07-01,181,Part-001 (High Vol),High Moving,South
2023-07-02,175,Part-001 (High Vol),High Moving,South
2023-07-03,151,Part-001 (High Vol),High Moving,South
2023-07-04,181,Part-001 (High Vol),High Moving,South
2023-07-05,188,Part-001 (High Vol),High Moving,South
2023-07-06,206,Part-001 (High Vol),High Moving,South
2023-07-07,171,Part-001 (High Vol),High Moving,South
2023-07-08,188,Part-001 (High Vol),High Moving,South
2023-07-09,217,Part-001 (High Vol),High Moving,South
2023-07-10,172,Part-001 (High Vol),High Moving,South
2023-07-11,168,Part-001 (High Vol),High Moving,South
2023-07-12,140,Part-001 (High Vol),High Moving,South
2023-07-13,174,Part-001 (High Vol),High Moving,South
2023-07-14,192,Part-001 (High Vol),High Moving,South
2023-07-15,176,Part-001 (High Vol),High Moving,South
2023-07-16,172,Part-001 (High Vol),High Moving,South
2023-07-17,177,Part-001 (High Vol),High Moving,South
2023-07-18,194,Part-001 (High Vol),High Moving,South
2023-07-19,174,Part-001 (High Vol),High Moving,South
2023-07-20,158,Part-001 (High Vol),High Moving,South
2023-07-21,168,Part-001 (High Vol),High Moving,South
2023-07-22,156,Part-001 (High Vol),High Moving,South
2023-07-23,166,Part-001 (High Vol),High Moving,South
2023-07-24,136,Part-001 (High Vol),High Moving,South
2023-07-25,162,Part-001 (High Vol),High Moving,South
2023-07-26,144,Part-001 (High Vol),High Moving,South
2023-07-27,127,Part-001 (High Vol),High Moving,South
2023-07-28,141,Part-001 (High Vol),High Moving,South
2023-07-29,176,Part-001 (High Vol),High Moving,South
2023-07-30,152,Part-001 (High Vol),High Moving,South
2023-07-31,152,Part-001 (High Vol),High Moving,South
2023-08-01,156,Part-001 (High Vol),High Moving,South
2023-08-02,139,Part-001 (High Vol),High Moving,South
2023-08-03,165,Part-001 (High Vol),High Moving,South
2023-08-04,147,Part-001 (High Vol),High Moving,South
2023-08-05,181,Part-001 (High Vol),High Moving,South
2023-08-06,172,Part-001 (High Vol),High Moving,South
2023-08-07,168,Part-001 (High Vol),High Moving,South
2023-08-08,158,Part-001 (High Vol),High Moving,South
2023-08-09,183,Part-001 (High Vol),High Moving,South
2023-08-10,176,Part-001 (High Vol),High Moving,South
2023-08-11,195,Part-001 (High Vol),High Moving,South
2023-08-12,172,Part-001 (High Vol),High Moving,South
2023-08-13,166,Part-001 (High Vol),High Moving,South
2023-08-14,174,Part-001 (High Vol),High Moving,South
2023-08-15,182,Part-001 (High Vol),High Moving,South
2023-08-16,200,Part-001 (High Vol),High Moving,South
2023-08-17,184,Part-001 (High Vol),High Moving,South
2023-08-18,183,Part-001 (High Vol),High Moving,South
2023-08-19,182,Part-001 (High Vol),High Moving,South
2023-08-20,175,Part-001 (High Vol),High Moving,South
2023-08-21,182,Part-001 (High Vol),High Moving,South
2023-08-22,198,Part-001 (High Vol),High Moving,South
2023-08-23,209,Part-001 (High Vol),High Moving,South
2023-08-24,198,Part-001 (High Vol),High Moving,South
2023-08-25,154,Part-001 (High Vol),High Moving,South
2023-08-26,186,Part-001 (High Vol),High Moving,South
2023-08-27,191,Part-001 (High Vol),High Moving,South
2023-08-28,165,Part-001 (High Vol),High Moving,South
2023-08-29,188,Part-001 (High Vol),High Moving,South
2023-08-30,174,Part-001 (High Vol),High Moving,South
2023-08-31,186,Part-001 (High Vol),High Moving,South
2023-09-01,188,Part-001 (High Vol),High Moving,South
2023-09-02,159,Part-001 (High Vol),High Moving,South
2023-09-03,163,Part-001 (High Vol),High Moving,South
2023-09-04,171,Part-001 (High Vol),High Moving,South
2023-09-05,152,Part-001 (High Vol),High Moving,South
2023-09-06,183,Part-001 (High Vol),High Moving,South
2023-09-07,180,Part-001 (High Vol),High Moving,South
2023-09-08,149,Part-001 (High Vol),High Moving,South
2023-09-09,144,Part-001 (High Vol),High Moving,South
2023-09-10,145,Part-001 (High Vol),High Moving,South
2023-09-11,141,Part-001 (High Vol),High Moving,South
2023-09-12,153,Part-001 (High Vol),High Moving,South
2023-09-13,158,Part-001 (High Vol),High Moving,South
2023-09-14,149,Part-001 (High Vol),High Moving,South
2023-09-15,170,Part-001 (High Vol),High Moving,South
2023-09-16,167,Part-001 (High Vol),High Moving,South
2023-09-17,162,Part-001 (High Vol),High Moving,South
2023-09-18,188,Part-001 (High Vol),High Moving,South
2023-09-19,177,Part-001 (High Vol),High Moving,South
2023-09-20,141,Part-001 (High Vol),High Moving,South
2023-09-21,169,Part-001 (High Vol),High Moving,South
2023-09-22,168,Part-001 (High Vol),High Moving,South
2023-09-23,197,Part-001 (High Vol),High Moving,South
2023-09-24,188,Part-001 (High Vol),High Moving,South
2023-09-25,187,Part-001 (High Vol),High Moving,South
2023-09-26,200,Part-001 (High Vol),High Moving,South
2023-09-27,187,Part-001 (High Vol),High Moving,South
2023-09-28,192,Part-001 (High Vol),High Moving,South
2023-09-29,193,Part-001 (High Vol),High Moving,South
2023-09-30,178,Part-001 (High Vol),High Moving,South
2023-10-01,170,Part-001 (High Vol),High Moving,South
2023-10-02,179,Part-001 (High Vol),High Moving,South
2023-10-03,196,Part-001 (High Vol),High Moving,South
2023-10-04,196,Part-001 (High Vol),High Moving,South
2023-10-05,186,Part-001 (High Vol),High Moving,South
2023-10-06,198,Part-001 (High Vol),High Moving,South
2023-10-07,217,Part-001 (High Vol),High Moving,South
2023-10-08,177,Part-001 (High Vol),High Moving,South
2023-10-09,193,Part-001 (High Vol),High Moving,South
2023-10-10,191,Part-001 (High Vol),High Moving,South
2023-10-11,191,Part-001 (High Vol),High Moving,South
2023-10-12,159,Part-001 (High Vol),High Moving,South
2023-10-13,195,Part-001 (High Vol),High Moving,South
2023-10-14,178,Part-001 (High Vol),High Moving,South
2023-10-15,176,Part-001 (High Vol),High Moving,South
2023-10-16,157,Part-001 (High Vol),High Moving,South
2023-10-17,172,Part-001 (High Vol),High Moving,South
2023-10-18,138,Part-001 (High Vol),High Moving,South
2023-10-19,154,Part-001 (High Vol),High Moving,South
2023-10-20,176,Part-001 (High Vol),High Moving,South
2023-10-21,148,Part-001 (High Vol),High Moving,South
2023-10-22,155,Part-001 (High Vol),High Moving,South
2023-10-23,148,Part-001 (High Vol),High Moving,South
2023-10-24,169,Part-001 (High Vol),High Moving,South
2023-10-25,172,Part-001 (High Vol),High Moving,South
2023-10-26,149,Part-001 (High Vol),High Moving,South
2023-10-27,192,Part-001 (High Vol),High Moving,South
2023-10-28,169,Part-001 (High Vol),High Moving,South
2023-10-29,174,Part-001 (High Vol),High Moving,South
2023-10-30,165,Part-001 (High Vol),High Moving,South
2023-10-31,167,Part-001 (High Vol),High Moving,South
2023-11-01,168,Part-001 (High Vol),High Moving,South
2023-11-02,177,Part-001 (High Vol),High Moving,South
2023-11-03,190,Part-001 (High Vol),High Moving,South
2023-11-04,185,Part-001 (High Vol),High Moving,South
2023-11-05,186,Part-001 (High Vol),High Moving,South
2023-11-06,186,Part-001 (High Vol),High Moving,South
2023-11-07,163,Part-001 (High Vol),High Moving,South
2023-11-08,206,Part-001 (High Vol),High Moving,South
2023-11-09,195,Part-001 (High Vol),High Moving,South
2023-11-10,211,Part-001 (High Vol),High Moving,South
2023-11-11,212,Part-001 (High Vol),High Moving,South
2023-11-12,206,Part-001 (High Vol),High Moving,South
2023-11-13,197,Part-001 (High Vol),High Moving,South
2023-11-14,183,Part-001 (High Vol),High Moving,South
2023-11-15,193,Part-001 (High Vol),High Moving,South
2023-11-16,185,Part-001 (High Vol),High Moving,South
2023-11-17,181,Part-001 (High Vol),High Moving,South
2023-11-18,212,Part-001 (High Vol),High Moving,South
2023-11-19,185,Part-001 (High Vol),High Moving,South
2023-11-20,245,Part-001 (High Vol),High Moving,South
2023-11-21,188,Part-001 (High Vol),High Moving,South
2023-11-22,196,Part-001 (High Vol),High Moving,South
2023-11-23,172,Part-001 (High Vol),High Moving,South
2023-11-24,189,Part-001 (High Vol),High Moving,South
2023-11-25,179,Part-001 (High Vol),High Moving,South
2023-11-26,184,Part-001 (High Vol),High Moving,South
2023-11-27,168,Part-001 (High Vol),High Moving,South
2023-11-28,166,Part-001 (High Vol),High Moving,South
2023-11-29,198,Part-001 (High Vol),High Moving,South
2023-11-30,198,Part-001 (High Vol),High Moving,South
2023-12-01,190,Part-001 (High Vol),High Moving,South
2023-12-02,180,Part-001 (High Vol),High Moving,South
2023-12-03,164,Part-001 (High Vol),High Moving,South
2023-12-04,161,Part-001 (High Vol),High Moving,South
2023-12-05,157,Part-001 (High Vol),High Moving,South
2023-12-06,196,Part-001 (High Vol),High Moving,South
2023-12-07,187,Part-001 (High Vol),High Moving,South
2023-12-08,192,Part-001 (High Vol),High Moving,South
2023-12-09,172,Part-001 (High Vol),High Moving,South
2023-12-10,143,Part-001 (High Vol),High Moving,South
2023-12-11,184,Part-001 (High Vol),High Moving,South
2023-12-12,173,Part-001 (High Vol),High Moving,South
2023-12-13,180,Part-001 (High Vol),High Moving,South
2023-12-14,200,Part-001 (High Vol),High Moving,South
2023-12-15,162,Part-001 (High Vol),High Moving,South
2023-12-16,159,Part-001 (High Vol),High Moving,South
2023-12-17,191,Part-001 (High Vol),High Moving,South
2023-12-18,205,Part-001 (High Vol),High Moving,South
2023-12-19,193,Part-001 (High Vol),High Moving,South
2023-12-20,218,Part-001 (High Vol),High Moving,South
2023-12-21,198,Part-001 (High Vol),High Moving,South
2023-12-22,208,Part-001 (High Vol),High Moving,South
2023-12-23,218,Part-001 (High Vol),High Moving,South
2023-12-24,192,Part-001 (High Vol),High Moving,South
2023-12-25,187,Part-001 (High Vol),High Moving,South
2023-12-26,177,Part-001 (High Vol),High Moving,South
2023-12-27,221,Part-001 (High Vol),High Moving,South
2023-12-28,219,Part-001 (High Vol),High Moving,South
2023-12-29,198,Part-001 (High Vol),High Moving,South
2023-12-30,202,Part-001 (High Vol),High Moving,South
2023-12-31,187,Part-001 (High Vol),High Moving,South
2023-01-01,204,Part-002 (High Vol),High Moving,South
2023-01-02,213,Part-002 (High Vol),High Moving,South
2023-01-03,205,Part-002 (High Vol),High Moving,South
2023-01-04,219,Part-002 (High Vol),High Moving,South
2023-01-05,225,Part-002 (High Vol),High Moving,South
2023-01-06,231,Part-002 (High Vol),High Moving,South
2023-01-07,214,Part-002 (High Vol),High Moving,South
2023-01-08,232,Part-002 (High Vol),High Moving,South
2023-01-09,228,Part-002 (High Vol),High Moving,South
2023-01-10,238,Part-002 (High Vol),High Moving,South
2023-01-11,233,Part-002 (High Vol),High Moving,South
2023-01-12,223,Part-002 (High Vol),High Moving,South
2023-01-13,223,Part-002 (High Vol),High Moving,South
2023-01-14,225,Part-002 (High Vol),High Moving,South
2023-01-15,267,Part-002 (High Vol),High Moving,South
2023-01-16,204,Part-002 (High Vol),High Moving,South
2023-01-17,234,Part-002 (High Vol),High Moving,South
2023-01-18,232,Part-002 (High Vol),High Moving,South
2023-01-19,210,Part-002 (High Vol),High Moving,South
2023-01-20,237,Part-002 (High Vol),High Moving,South
2023-01-21,209,Part-002 (High Vol),High Moving,South
2023-01-22,208,Part-002 (High Vol),High Moving,South
2023-01-23,230,Part-002 (High Vol),High Moving,South
2023-01-24,195,Part-002 (High Vol),High Moving,South
2023-01-25,195,Part-002 (High Vol),High Moving,South
2023-01-26,210,Part-002 (High Vol),High Moving,South
2023-01-27,207,Part-002 (High Vol),High Moving,South
2023-01-28,194,Part-002 (High Vol),High Moving,South
2023-01-29,235,Part-002 (High Vol),High Moving,South
2023-01-30,203,Part-002 (High Vol),High Moving,South
2023-01-31,181,Part-002 (High Vol),High Moving,South
2023-02-01,178,Part-002 (High Vol),High Moving,South
2023-02-02,220,Part-002 (High Vol),High Moving,South
2023-02-03,212,Part-002 (High Vol),High Moving,South
2023-02-04,217,Part-002 (High Vol),High Moving,South
2023-02-05,193,Part-002 (High Vol),High Moving,South
2023-02-06,215,Part-002 (High Vol),High Moving,South
2023-02-07,183,Part-002 (High Vol),High Moving,South
2023-02-08,201,Part-002 (High Vol),High Moving,South
2023-02-09,211,Part-002 (High Vol),High Moving,South
2023-02-10,185,Part-002 (High Vol),High Moving,South
2023-02-11,225,Part-002 (High Vol),High Moving,South
2023-02-12,213,Part-002 (High Vol),High Moving,South
2023-02-13,213,Part-002 (High Vol),High Moving,South
2023-02-14,238,Part-002 (High Vol),High Moving,South
2023-02-15,215,Part-002 (High Vol),High Moving,South
2023-02-16,207,Part-002 (High Vol),High Moving,South
2023-02-17,224,Part-002 (High Vol),High Moving,South
2023-02-18,235,Part-002 (High Vol),High Moving,South
2023-02-19,228,Part-002 (High Vol),High Moving,South
2023-02-20,222,Part-002 (High Vol),High Moving,South
2023-02-21,258,Part-002 (High Vol),High Moving,South
2023-02-22,244,Part-002 (High Vol),High Moving,South
2023-02-23,233,Part-002 (High Vol),High Moving,South
2023-02-24,233,Part-002 (High Vol),High Moving,South
2023-02-25,246,Part-002 (High Vol),High Moving,South
2023-02-26,253,Part-002 (High Vol),High Moving,South
2023-02-27,235,Part-002 (High Vol),High Moving,South
2023-02-28,231,Part-002 (High Vol),High Moving,South
2023-03-01,249,Part-002 (High Vol),High Moving,South
2023-03-02,236,Part-002 (High Vol),High Moving,South
2023-03-03,251,Part-002 (High Vol),High Moving,South
2023-03-04,256,Part-002 (High Vol),High Moving,South
2023-03-05,244,Part-002 (High Vol),High Moving,South
2023-03-06,228,Part-002 (High Vol),High Moving,South
2023-03-07,230,Part-002 (High Vol),High Moving,South
2023-03-08,212,Part-002 (High Vol),High Moving,South
2023-03-09,226,Part-002 (High Vol),High Moving,South
2023-03-10,219,Part-002 (High Vol),High Moving,South
2023-03-11,194,Part-002 (High Vol),High Moving,South
2023-03-12,237,Part-002 (High Vol),High Moving,South
2023-03-13,220,Part-002 (High Vol),High Moving,South
2023-03-14,192,Part-002 (High Vol),High Moving,South
2023-03-15,196,Part-002 (High Vol),High Moving,South
2023-03-16,220,Part-002 (High Vol),High Moving,South
2023-03-17,193,Part-002 (High Vol),High Moving,South
2023-03-18,186,Part-002 (High Vol),High Moving,South
2023-03-19,208,Part-002 (High Vol),High Moving,South
2023-03-20,211,Part-002 (High Vol),High Moving,South
2023-03-21,250,Part-002 (High Vol),High Moving,South
2023-03-22,200,Part-002 (High Vol),High Moving,South
2023-03-23,235,Part-002 (High Vol),High Moving,South
2023-03-24,210,Part-002 (High Vol),High Moving,South
2023-03-25,224,Part-002 (High Vol),High Moving,South
2023-03-26,198,Part-002 (High Vol),High Moving,South
2023-03-27,199,Part-002 (High Vol),High Moving,South
2023-03-28,228,Part-002 (High Vol),High Moving,South
2023-03-29,199,Part-002 (High Vol),High Moving,South
2023-03-30,191,Part-002 (High Vol),High Moving,South
2023-03-31,205,Part-002 (High Vol),High Moving,South
2023-04-01,236,Part-002 (High Vol),High Moving,South
2023-04-02,248,Part-002 (High Vol),High Moving,South
2023-04-03,235,Part-002 (High Vol),High Moving,South
2023-04-04,256,Part-002 (High Vol),High Moving,South
2023-04-05,254,Part-002 (High Vol),High Moving,South
2023-04-06,209,Part-002 (High Vol),High Moving,South
2023-04-07,237,Part-002 (High Vol),High Moving,South
2023-04-08,250,Part-002 (High Vol),High Moving,South
2023-04-09,277,Part-002 (High Vol),High Moving,South
2023-04-10,223,Part-002 (High Vol),High Moving,South
2023-04-11,264,Part-002 (High Vol),High Moving,South
2023-04-12,234,Part-002 (High Vol),High Moving,South
2023-04-13,259,Part-002 (High Vol),High Moving,South
2023-04-14,253,Part-002 (High Vol),High Moving,South
2023-04-15,259,Part-002 (High Vol),High Moving,South
2023-04-16,257,Part-002 (High Vol),High Moving,South
2023-04-17,224,Part-002 (High Vol),High Moving,South
2023-04-18,247,Part-002 (High Vol),High Moving,South
2023-04-19,258,Part-002 (High Vol),High Moving,South
2023-04-20,227,Part-002 (High Vol),High Moving,South
2023-04-21,216,Part-002 (High Vol),High Moving,South
2023-04-22,226,Part-002 (High Vol),High Moving,South
2023-04-23,219,Part-002 (High Vol),High Moving,South
2023-04-24,228,Part-002 (High Vol),High Moving,South
2023-04-25,217,Part-002 (High Vol),High Moving,South
2023-04-26,228,Part-002 (High Vol),High Moving,South
2023-04-27,182,Part-002 (High Vol),High Moving,South
2023-04-28,198,Part-002 (High Vol),High Moving,South
2023-04-29,199,Part-002 (High Vol),High Moving,South
2023-04-30,212,Part-002 (High Vol),High Moving,South
2023-05-01,206,Part-002 (High Vol),High Moving,South
2023-05-02,199,Part-002 (High Vol),High Moving,South
2023-05-03,209,Part-002 (High Vol),High Moving,South
2023-05-04,191,Part-002 (High Vol),High Moving,South
2023-05-05,206,Part-002 (High Vol),High Moving,South
2023-05-06,203,Part-002 (High Vol),High Moving,South
2023-05-07,210,Part-002 (High Vol),High Moving,South
2023-05-08,189,Part-002 (High Vol),High Moving,South
2023-05-09,196,Part-002 (High Vol),High Moving,South
2023-05-10,227,Part-002 (High Vol),High Moving,South
2023-05-11,235,Part-002 (High Vol),High Moving,South
2023-05-12,255,Part-002 (High Vol),High Moving,South
2023-05-13,240,Part-002 (High Vol),High Moving,South
2023-05-14,211,Part-002 (High Vol),High Moving,South
2023-05-15,227,Part-002 (High Vol),High Moving,South
2023-05-16,210,Part-002 (High Vol),High Moving,South
2023-05-17,230,Part-002 (High Vol),High Moving,South
2023-05-18,256,Part-002 (High Vol),High Moving,South
2023-05-19,222,Part-002 (High Vol),High Moving,South
2023-05-20,240,Part-002 (High Vol),High Moving,South
2023-05-21,249,Part-002 (High Vol),High Moving,South
2023-05-22,270,Part-002 (High Vol),High Moving,South
2023-05-23,265,Part-002 (High Vol),High Moving,South
2023-05-24,286,Part-002 (High Vol),High Moving,South
2023-05-25,258,Part-002 (High Vol),High Moving,South
2023-05-26,219,Part-002 (High Vol),High Moving,South
2023-05-27,251,Part-002 (High Vol),High Moving,South
2023-05-28,273,Part-002 (High Vol),High Moving,South
2023-05-29,239,Part-002 (High Vol),High Moving,South
2023-05-30,238,Part-002 (High Vol),High Moving,South
2023-05-31,238,Part-002 (High Vol),High Moving,South
2023-06-01,265,Part-002 (High Vol),High Moving,South
