date,demand_quantity,part_id,category,service_center
2023-07-20,120,Part-001 (High Vol),High Moving,South
2023-07-21,103,Part-001 (High Vol),High Moving,South
2023-07-22,132,Part-001 (High Vol),High Moving,South
2023-07-23,120,Part-001 (High Vol),High Moving,South
2023-07-24,98,Part-001 (High Vol),High Moving,South
2023-07-25,112,Part-001 (High Vol),High Moving,South
2023-07-26,117,Part-001 (High Vol),High Moving,South
2023-07-27,119,Part-001 (High Vol),High Moving,South
2023-07-28,112,Part-001 (High Vol),High Moving,South
2023-07-29,117,Part-001 (High Vol),High Moving,South
2023-07-30,135,Part-001 (High Vol),High Moving,South
2023-07-31,129,Part-001 (High Vol),High Moving,South
2023-08-01,105,Part-001 (High Vol),High Moving,South
2023-08-02,109,Part-001 (High Vol),High Moving,South
2023-08-03,115,Part-001 (High Vol),High Moving,South
2023-08-04,99,Part-001 (High Vol),High Moving,South
2023-08-05,105,Part-001 (High Vol),High Moving,South
2023-08-06,103,Part-001 (High Vol),High Moving,South
2023-08-07,109,Part-001 (High Vol),High Moving,South
2023-08-08,136,Part-001 (High Vol),High Moving,South
2023-08-09,115,Part-001 (High Vol),High Moving,South
2023-08-10,115,Part-001 (High Vol),High Moving,South
2023-08-11,135,Part-001 (High Vol),High Moving,South
2023-08-12,123,Part-001 (High Vol),High Moving,South
2023-08-13,133,Part-001 (High Vol),High Moving,South
2023-08-14,123,Part-001 (High Vol),High Moving,South
2023-08-15,113,Part-001 (High Vol),High Moving,South
2023-08-16,137,Part-001 (High Vol),High Moving,South
2023-08-17,117,Part-001 (High Vol),High Moving,South
2023-08-18,128,Part-001 (High Vol),High Moving,South
2023-08-19,126,Part-001 (High Vol),High Moving,South
2023-08-20,136,Part-001 (High Vol),High Moving,South
2023-08-21,128,Part-001 (High Vol),High Moving,South
2023-08-22,132,Part-001 (High Vol),High Moving,South
2023-08-23,117,Part-001 (High Vol),High Moving,South
2023-08-24,152,Part-001 (High Vol),High Moving,South
2023-08-25,119,Part-001 (High Vol),High Moving,South
2023-08-26,142,Part-001 (High Vol),High Moving,South
2023-08-27,131,Part-001 (High Vol),High Moving,South
2023-08-28,130,Part-001 (High Vol),High Moving,South
2023-08-29,130,Part-001 (High Vol),High Moving,South
2023-08-30,107,Part-001 (High Vol),High Moving,South
2023-08-31,134,Part-001 (High Vol),High Moving,South
2023-09-01,118,Part-001 (High Vol),High Moving,South
2023-09-02,133,Part-001 (High Vol),High Moving,South
2023-09-03,118,Part-001 (High Vol),High Moving,South
2023-09-04,115,Part-001 (High Vol),High Moving,South
2023-09-05,105,Part-001 (High Vol),High Moving,South
2023-09-06,109,Part-001 (High Vol),High Moving,South
2023-09-07,120,Part-001 (High Vol),High Moving,South
2023-09-08,102,Part-001 (High Vol),High Moving,South
2023-09-09,95,Part-001 (High Vol),High Moving,South
2023-09-10,106,Part-001 (High Vol),High Moving,South
2023-09-11,123,Part-001 (High Vol),High Moving,South
2023-09-12,132,Part-001 (High Vol),High Moving,South
2023-09-13,108,Part-001 (High Vol),High Moving,South
2023-09-14,100,Part-001 (High Vol),High Moving,South
2023-09-15,113,Part-001 (High Vol),High Moving,South
2023-09-16,119,Part-001 (High Vol),High Moving,South
2023-09-17,124,Part-001 (High Vol),High Moving,South
2023-09-18,141,Part-001 (High Vol),High Moving,South
2023-09-19,123,Part-001 (High Vol),High Moving,South
2023-09-20,139,Part-001 (High Vol),High Moving,South
2023-09-21,119,Part-001 (High Vol),High Moving,South
2023-09-22,126,Part-001 (High Vol),High Moving,South
2023-09-23,120,Part-001 (High Vol),High Moving,South
2023-09-24,121,Part-001 (High Vol),High Moving,South
2023-09-25,126,Part-001 (High Vol),High Moving,South
2023-09-26,128,Part-001 (High Vol),High Moving,South
2023-09-27,126,Part-001 (High Vol),High Moving,South
2023-09-28,127,Part-001 (High Vol),High Moving,South
2023-09-29,144,Part-001 (High Vol),High Moving,South
2023-09-30,155,Part-001 (High Vol),High Moving,South
2023-10-01,130,Part-001 (High Vol),High Moving,South
2023-10-02,132,Part-001 (High Vol),High Moving,South
2023-10-03,140,Part-001 (High Vol),High Moving,South
2023-10-04,167,Part-001 (High Vol),High Moving,South
2023-10-05,136,Part-001 (High Vol),High Moving,South
2023-10-06,144,Part-001 (High Vol),High Moving,South
2023-10-07,149,Part-001 (High Vol),High Moving,South
2023-10-08,136,Part-001 (High Vol),High Moving,South
2023-10-09,141,Part-001 (High Vol),High Moving,South
2023-10-10,137,Part-001 (High Vol),High Moving,South
2023-10-11,140,Part-001 (High Vol),High Moving,South
2023-10-12,118,Part-001 (High Vol),High Moving,South
2023-10-13,129,Part-001 (High Vol),High Moving,South
2023-10-14,130,Part-001 (High Vol),High Moving,South
2023-10-15,128,Part-001 (High Vol),High Moving,South
2023-10-16,134,Part-001 (High Vol),High Moving,South
2023-10-17,126,Part-001 (High Vol),High Moving,South
2023-10-18,108,Part-001 (High Vol),High Moving,South
2023-10-19,125,Part-001 (High Vol),High Moving,South
2023-10-20,109,Part-001 (High Vol),High Moving,South
2023-10-21,110,Part-001 (High Vol),High Moving,South
2023-10-22,112,Part-001 (High Vol),High Moving,South
2023-10-23,115,Part-001 (High Vol),High Moving,South
2023-10-24,100,Part-001 (High Vol),High Moving,South
2023-10-25,127,Part-001 (High Vol),High Moving,South
2023-10-26,104,Part-001 (High Vol),High Moving,South
2023-10-27,132,Part-001 (High Vol),High Moving,South
2023-10-28,105,Part-001 (High Vol),High Moving,South
2023-10-29,130,Part-001 (High Vol),High Moving,South
2023-10-30,118,Part-001 (High Vol),High Moving,South
2023-10-31,102,Part-001 (High Vol),High Moving,South
2023-11-01,110,Part-001 (High Vol),High Moving,South
2023-11-02,135,Part-001 (High Vol),High Moving,South
2023-11-03,128,Part-001 (High Vol),High Moving,South
2023-11-04,124,Part-001 (High Vol),High Moving,South
2023-11-05,104,Part-001 (High Vol),High Moving,South
2023-11-06,141,Part-001 (High Vol),High Moving,South
2023-11-07,148,Part-001 (High Vol),High Moving,South
2023-11-08,147,Part-001 (High Vol),High Moving,South
2023-11-09,125,Part-001 (High Vol),High Moving,South
2023-11-10,137,Part-001 (High Vol),High Moving,South
2023-11-11,139,Part-001 (High Vol),High Moving,South
2023-11-12,119,Part-001 (High Vol),High Moving,South
2023-11-13,137,Part-001 (High Vol),High Moving,South
2023-11-14,147,Part-001 (High Vol),High Moving,South
2023-11-15,144,Part-001 (High Vol),High Moving,South
2023-11-16,125,Part-001 (High Vol),High Moving,South
2023-11-17,128,Part-001 (High Vol),High Moving,South
2023-11-18,144,Part-001 (High Vol),High Moving,South
2023-11-19,142,Part-001 (High Vol),High Moving,South
2023-11-20,112,Part-001 (High Vol),High Moving,South
2023-11-21,109,Part-001 (High Vol),High Moving,South
2023-11-22,132,Part-001 (High Vol),High Moving,South
2023-11-23,126,Part-001 (High Vol),High Moving,South
2023-11-24,127,Part-001 (High Vol),High Moving,South
2023-11-25,125,Part-001 (High Vol),High Moving,South
2023-11-26,138,Part-001 (High Vol),High Moving,South
2023-11-27,127,Part-001 (High Vol),High Moving,South
2023-11-28,128,Part-001 (High Vol),High Moving,South
2023-11-29,110,Part-001 (High Vol),High Moving,South
2023-11-30,89,Part-001 (High Vol),High Moving,South
2023-12-01,132,Part-001 (High Vol),High Moving,South
2023-12-02,141,Part-001 (High Vol),High Moving,South
2023-12-03,116,Part-001 (High Vol),High Moving,South
2023-12-04,121,Part-001 (High Vol),High Moving,South
2023-12-05,121,Part-001 (High Vol),High Moving,South
2023-12-06,134,Part-001 (High Vol),High Moving,South
2023-12-07,126,Part-001 (High Vol),High Moving,South
2023-12-08,122,Part-001 (High Vol),High Moving,South
2023-12-09,118,Part-001 (High Vol),High Moving,South
2023-12-10,118,Part-001 (High Vol),High Moving,South
2023-12-11,104,Part-001 (High Vol),High Moving,South
2023-12-12,115,Part-001 (High Vol),High Moving,South
2023-12-13,128,Part-001 (High Vol),High Moving,South
2023-12-14,118,Part-001 (High Vol),High Moving,South
2023-12-15,122,Part-001 (High Vol),High Moving,South
2023-12-16,111,Part-001 (High Vol),High Moving,South
2023-12-17,129,Part-001 (High Vol),High Moving,South
2023-12-18,111,Part-001 (High Vol),High Moving,South
2023-12-19,130,Part-001 (High Vol),High Moving,South
2023-12-20,127,Part-001 (High Vol),High Moving,South
2023-12-21,113,Part-001 (High Vol),High Moving,South
2023-12-22,142,Part-001 (High Vol),High Moving,South
2023-12-23,131,Part-001 (High Vol),High Moving,South
2023-12-24,153,Part-001 (High Vol),High Moving,South
2023-12-25,150,Part-001 (High Vol),High Moving,South
2023-12-26,127,Part-001 (High Vol),High Moving,South
2023-12-27,129,Part-001 (High Vol),High Moving,South
2023-12-28,125,Part-001 (High Vol),High Moving,South
2023-12-29,122,Part-001 (High Vol),High Moving,South
2023-12-30,133,Part-001 (High Vol),High Moving,South
2023-12-31,152,Part-001 (High Vol),High Moving,South
2023-01-01,87,Part-002 (High Vol),High Moving,North
2023-01-02,114,Part-002 (High Vol),High Moving,North
2023-01-03,115,Part-002 (High Vol),High Moving,North
2023-01-04,119,Part-002 (High Vol),High Moving,North
2023-01-05,123,Part-002 (High Vol),High Moving,North
2023-01-06,108,Part-002 (High Vol),High Moving,North
2023-01-07,100,Part-002 (High Vol),High Moving,North
2023-01-08,107,Part-002 (High Vol),High Moving,North
2023-01-09,115,Part-002 (High Vol),High Moving,North
2023-01-10,91,Part-002 (High Vol),High Moving,North
2023-01-11,128,Part-002 (High Vol),High Moving,North
2023-01-12,98,Part-002 (High Vol),High Moving,North
2023-01-13,123,Part-002 (High Vol),High Moving,North
2023-01-14,115,Part-002 (High Vol),High Moving,North
2023-01-15,119,Part-002 (High Vol),High Moving,North
2023-01-16,111,Part-002 (High Vol),High Moving,North
2023-01-17,117,Part-002 (High Vol),High Moving,North
2023-01-18,109,Part-002 (High Vol),High Moving,North
2023-01-19,107,Part-002 (High Vol),High Moving,North
2023-01-20,102,Part-002 (High Vol),High Moving,North
2023-01-21,125,Part-002 (High Vol),High Moving,North
2023-01-22,112,Part-002 (High Vol),High Moving,North
2023-01-23,109,Part-002 (High Vol),High Moving,North
2023-01-24,97,Part-002 (High Vol),High Moving,North
2023-01-25,102,Part-002 (High Vol),High Moving,North
2023-01-26,93,Part-002 (High Vol),High Moving,North
2023-01-27,97,Part-002 (High Vol),High Moving,North
2023-01-28,89,Part-002 (High Vol),High Moving,North
2023-01-29,116,Part-002 (High Vol),High Moving,North
2023-01-30,91,Part-002 (High Vol),High Moving,North
2023-01-31,89,Part-002 (High Vol),High Moving,North
2023-02-01,84,Part-002 (High Vol),High Moving,North
2023-02-02,90,Part-002 (High Vol),High Moving,North
2023-02-03,92,Part-002 (High Vol),High Moving,North
2023-02-04,97,Part-002 (High Vol),High Moving,North
2023-02-05,91,Part-002 (High Vol),High Moving,North
2023-02-06,82,Part-002 (High Vol),High Moving,North
2023-02-07,84,Part-002 (High Vol),High Moving,North
2023-02-08,107,Part-002 (High Vol),High Moving,North
2023-02-09,100,Part-002 (High Vol),High Moving,North
2023-02-10,109,Part-002 (High Vol),High Moving,North
2023-02-11,111,Part-002 (High Vol),High Moving,North
2023-02-12,106,Part-002 (High Vol),High Moving,North
2023-02-13,94,Part-002 (High Vol),High Moving,North
2023-02-14,110,Part-002 (High Vol),High Moving,North
2023-02-15,123,Part-002 (High Vol),High Moving,North
2023-02-16,106,Part-002 (High Vol),High Moving,North
2023-02-17,115,Part-002 (High Vol),High Moving,North
2023-02-18,113,Part-002 (High Vol),High Moving,North
2023-02-19,128,Part-002 (High Vol),High Moving,North
2023-02-20,109,Part-002 (High Vol),High Moving,North
2023-02-21,128,Part-002 (High Vol),High Moving,North
2023-02-22,113,Part-002 (High Vol),High Moving,North
2023-02-23,111,Part-002 (High Vol),High Moving,North
2023-02-24,119,Part-002 (High Vol),High Moving,North
2023-02-25,121,Part-002 (High Vol),High Moving,North
2023-02-26,137,Part-002 (High Vol),High Moving,North
2023-02-27,121,Part-002 (High Vol),High Moving,North
2023-02-28,119,Part-002 (High Vol),High Moving,North
2023-03-01,132,Part-002 (High Vol),High Moving,North
2023-03-02,122,Part-002 (High Vol),High Moving,North
2023-03-03,108,Part-002 (High Vol),High Moving,North
2023-03-04,127,Part-002 (High Vol),High Moving,North
2023-03-05,105,Part-002 (High Vol),High Moving,North
2023-03-06,105,Part-002 (High Vol),High Moving,North
2023-03-07,101,Part-002 (High Vol),High Moving,North
2023-03-08,99,Part-002 (High Vol),High Moving,North
2023-03-09,110,Part-002 (High Vol),High Moving,North
2023-03-10,103,Part-002 (High Vol),High Moving,North
2023-03-11,69,Part-002 (High Vol),High Moving,North
2023-03-12,100,Part-002 (High Vol),High Moving,North
2023-03-13,97,Part-002 (High Vol),High Moving,North
2023-03-14,110,Part-002 (High Vol),High Moving,North
2023-03-15,94,Part-002 (High Vol),High Moving,North
2023-03-16,125,Part-002 (High Vol),High Moving,North
2023-03-17,113,Part-002 (High Vol),High Moving,North
2023-03-18,95,Part-002 (High Vol),High Moving,North
2023-03-19,110,Part-002 (High Vol),High Moving,North
2023-03-20,104,Part-002 (High Vol),High Moving,North
2023-03-21,101,Part-002 (High Vol),High Moving,North
2023-03-22,108,Part-002 (High Vol),High Moving,North
2023-03-23,101,Part-002 (High Vol),High Moving,North
2023-03-24,104,Part-002 (High Vol),High Moving,North
2023-03-25,111,Part-002 (High Vol),High Moving,North
2023-03-26,124,Part-002 (High Vol),High Moving,North
2023-03-27,107,Part-002 (High Vol),High Moving,North
2023-03-28,102,Part-002 (High Vol),High Moving,North
2023-03-29,87,Part-002 (High Vol),High Moving,North
2023-03-30,129,Part-002 (High Vol),High Moving,North
2023-03-31,108,Part-002 (High Vol),High Moving,North
2023-04-01,117,Part-002 (High Vol),High Moving,North
2023-04-02,132,Part-002 (High Vol),High Moving,North
2023-04-03,117,Part-002 (High Vol),High Moving,North
2023-04-04,114,Part-002 (High Vol),High Moving,North
2023-04-05,131,Part-002 (High Vol),High Moving,North
2023-04-06,122,Part-002 (High Vol),High Moving,North
2023-04-07,124,Part-002 (High Vol),High Moving,North
2023-04-08,104,Part-002 (High Vol),High Moving,North
2023-04-09,131,Part-002 (High Vol),High Moving,North
2023-04-10,123,Part-002 (High Vol),High Moving,North
2023-04-11,105,Part-002 (High Vol),High Moving,North
2023-04-12,124,Part-002 (High Vol),High Moving,North
2023-04-13,98,Part-002 (High Vol),High Moving,North
2023-04-14,141,Part-002 (High Vol),High Moving,North
2023-04-15,106,Part-002 (High Vol),High Moving,North
2023-04-16,132,Part-002 (High Vol),High Moving,North
2023-04-17,107,Part-002 (High Vol),High Moving,North
2023-04-18,119,Part-002 (High Vol),High Moving,North
2023-04-19,103,Part-002 (High Vol),High Moving,North
2023-04-20,121,Part-002 (High Vol),High Moving,North
2023-04-21,107,Part-002 (High Vol),High Moving,North
2023-04-22,113,Part-002 (High Vol),High Moving,North
2023-04-23,107,Part-002 (High Vol),High Moving,North
2023-04-24,92,Part-002 (High Vol),High Moving,North
2023-04-25,109,Part-002 (High Vol),High Moving,North
2023-04-26,98,Part-002 (High Vol),High Moving,North
2023-04-27,113,Part-002 (High Vol),High Moving,North
2023-04-28,99,Part-002 (High Vol),High Moving,North
2023-04-29,100,Part-002 (High Vol),High Moving,North
2023-04-30,117,Part-002 (High Vol),High Moving,North
2023-05-01,124,Part-002 (High Vol),High Moving,North
2023-05-02,108,Part-002 (High Vol),High Moving,North
2023-05-03,97,Part-002 (High Vol),High Moving,North
2023-05-04,97,Part-002 (High Vol),High Moving,North
2023-05-05,93,Part-002 (High Vol),High Moving,North
2023-05-06,95,Part-002 (High Vol),High Moving,North
2023-05-07,100,Part-002 (High Vol),High Moving,North
2023-05-08,123,Part-002 (High Vol),High Moving,North
2023-05-09,103,Part-002 (High Vol),High Moving,North
2023-05-10,94,Part-002 (High Vol),High Moving,North
2023-05-11,108,Part-002 (High Vol),High Moving,North
2023-05-12,111,Part-002 (High Vol),High Moving,North
2023-05-13,111,Part-002 (High Vol),High Moving,North
2023-05-14,120,Part-002 (High Vol),High Moving,North
2023-05-15,114,Part-002 (High Vol),High Moving,North
2023-05-16,122,Part-002 (High Vol),High Moving,North
2023-05-17,108,Part-002 (High Vol),High Moving,North
2023-05-18,135,Part-002 (High Vol),High Moving,North
2023-05-19,120,Part-002 (High Vol),High Moving,North
2023-05-20,123,Part-002 (High Vol),High Moving,North
2023-05-21,112,Part-002 (High Vol),High Moving,North
2023-05-22,125,Part-002 (High Vol),High Moving,North
2023-05-23,127,Part-002 (High Vol),High Moving,North
2023-05-24,109,Part-002 (High Vol),High Moving,North
2023-05-25,104,Part-002 (High Vol),High Moving,North
2023-05-26,123,Part-002 (High Vol),High Moving,North
2023-05-27,115,Part-002 (High Vol),High Moving,North
2023-05-28,122,Part-002 (High Vol),High Moving,North
2023-05-29,105,Part-002 (High Vol),High Moving,North
2023-05-30,101,Part-002 (High Vol),High Moving,North
2023-05-31,118,Part-002 (High Vol),High Moving,North
2023-06-01,111,Part-002 (High Vol),High Moving,North
