date,demand_quantity,part_id,category,service_center
2023-04-24,256,Part-001 (High Vol),High Moving,North
2023-04-25,271,Part-001 (High Vol),High Moving,North
2023-04-26,230,Part-001 (High Vol),High Moving,North
2023-04-27,243,Part-001 (High Vol),High Moving,North
2023-04-28,216,Part-001 (High Vol),High Moving,North
2023-04-29,246,Part-001 (High Vol),High Moving,North
2023-04-30,244,Part-001 (High Vol),High Moving,North
2023-05-01,254,Part-001 (High Vol),High Moving,North
2023-05-02,235,Part-001 (High Vol),High Moving,North
2023-05-03,250,Part-001 (High Vol),High Moving,North
2023-05-04,270,Part-001 (High Vol),High Moving,North
2023-05-05,248,Part-001 (High Vol),High Moving,North
2023-05-06,257,Part-001 (High Vol),High Moving,North
2023-05-07,259,Part-001 (High Vol),High Moving,North
2023-05-08,263,Part-001 (High Vol),High Moving,North
2023-05-09,252,Part-001 (High Vol),High Moving,North
2023-05-10,238,Part-001 (High Vol),High Moving,North
2023-05-11,252,Part-001 (High Vol),High Moving,North
2023-05-12,259,Part-001 (High Vol),High Moving,North
2023-05-13,265,Part-001 (High Vol),High Moving,North
2023-05-14,261,Part-001 (High Vol),High Moving,North
2023-05-15,267,Part-001 (High Vol),High Moving,North
2023-05-16,256,Part-001 (High Vol),High Moving,North
2023-05-17,268,Part-001 (High Vol),High Moving,North
2023-05-18,281,Part-001 (High Vol),High Moving,North
2023-05-19,295,Part-001 (High Vol),High Moving,North
2023-05-20,278,Part-001 (High Vol),High Moving,North
2023-05-21,257,Part-001 (High Vol),High Moving,North
2023-05-22,258,Part-001 (High Vol),High Moving,North
2023-05-23,287,Part-001 (High Vol),High Moving,North
2023-05-24,262,Part-001 (High Vol),High Moving,North
2023-05-25,295,Part-001 (High Vol),High Moving,North
2023-05-26,264,Part-001 (High Vol),High Moving,North
2023-05-27,256,Part-001 (High Vol),High Moving,North
2023-05-28,273,Part-001 (High Vol),High Moving,North
2023-05-29,251,Part-001 (High Vol),High Moving,North
2023-05-30,262,Part-001 (High Vol),High Moving,North
2023-05-31,275,Part-001 (High Vol),High Moving,North
2023-06-01,293,Part-001 (High Vol),High Moving,North
2023-06-02,284,Part-001 (High Vol),High Moving,North
2023-06-03,277,Part-001 (High Vol),High Moving,North
2023-06-04,269,Part-001 (High Vol),High Moving,North
2023-06-05,283,Part-001 (High Vol),High Moving,North
2023-06-06,255,Part-001 (High Vol),High Moving,North
2023-06-07,262,Part-001 (High Vol),High Moving,North
2023-06-08,284,Part-001 (High Vol),High Moving,North
2023-06-09,268,Part-001 (High Vol),High Moving,North
2023-06-10,237,Part-001 (High Vol),High Moving,North
2023-06-11,223,Part-001 (High Vol),High Moving,North
2023-06-12,273,Part-001 (High Vol),High Moving,North
2023-06-13,254,Part-001 (High Vol),High Moving,North
2023-06-14,250,Part-001 (High Vol),High Moving,North
2023-06-15,256,Part-001 (High Vol),High Moving,North
2023-06-16,230,Part-001 (High Vol),High Moving,North
2023-06-17,248,Part-001 (High Vol),High Moving,North
2023-06-18,235,Part-001 (High Vol),High Moving,North
2023-06-19,254,Part-001 (High Vol),High Moving,North
2023-06-20,238,Part-001 (High Vol),High Moving,North
2023-06-21,235,Part-001 (High Vol),High Moving,North
2023-06-22,238,Part-001 (High Vol),High Moving,North
2023-06-23,254,Part-001 (High Vol),High Moving,North
2023-06-24,244,Part-001 (High Vol),High Moving,North
2023-06-25,263,Part-001 (High Vol),High Moving,North
2023-06-26,264,Part-001 (High Vol),High Moving,North
2023-06-27,267,Part-001 (High Vol),High Moving,North
2023-06-28,285,Part-001 (High Vol),High Moving,North
2023-06-29,297,Part-001 (High Vol),High Moving,North
2023-06-30,269,Part-001 (High Vol),High Moving,North
2023-07-01,287,Part-001 (High Vol),High Moving,North
2023-07-02,277,Part-001 (High Vol),High Moving,North
2023-07-03,276,Part-001 (High Vol),High Moving,North
2023-07-04,315,Part-001 (High Vol),High Moving,North
2023-07-05,303,Part-001 (High Vol),High Moving,North
2023-07-06,286,Part-001 (High Vol),High Moving,North
2023-07-07,295,Part-001 (High Vol),High Moving,North
2023-07-08,278,Part-001 (High Vol),High Moving,North
2023-07-09,302,Part-001 (High Vol),High Moving,North
2023-07-10,309,Part-001 (High Vol),High Moving,North
2023-07-11,300,Part-001 (High Vol),High Moving,North
2023-07-12,291,Part-001 (High Vol),High Moving,North
2023-07-13,290,Part-001 (High Vol),High Moving,North
2023-07-14,278,Part-001 (High Vol),High Moving,North
2023-07-15,290,Part-001 (High Vol),High Moving,North
2023-07-16,283,Part-001 (High Vol),High Moving,North
2023-07-17,300,Part-001 (High Vol),High Moving,North
2023-07-18,287,Part-001 (High Vol),High Moving,North
2023-07-19,251,Part-001 (High Vol),High Moving,North
2023-07-20,260,Part-001 (High Vol),High Moving,North
2023-07-21,267,Part-001 (High Vol),High Moving,North
2023-07-22,271,Part-001 (High Vol),High Moving,North
2023-07-23,289,Part-001 (High Vol),High Moving,North
2023-07-24,251,Part-001 (High Vol),High Moving,North
2023-07-25,279,Part-001 (High Vol),High Moving,North
2023-07-26,247,Part-001 (High Vol),High Moving,North
2023-07-27,239,Part-001 (High Vol),High Moving,North
2023-07-28,250,Part-001 (High Vol),High Moving,North
2023-07-29,233,Part-001 (High Vol),High Moving,North
2023-07-30,254,Part-001 (High Vol),High Moving,North
2023-07-31,226,Part-001 (High Vol),High Moving,North
2023-08-01,272,Part-001 (High Vol),High Moving,North
2023-08-02,212,Part-001 (High Vol),High Moving,North
2023-08-03,268,Part-001 (High Vol),High Moving,North
2023-08-04,256,Part-001 (High Vol),High Moving,North
2023-08-05,230,Part-001 (High Vol),High Moving,North
2023-08-06,285,Part-001 (High Vol),High Moving,North
2023-08-07,265,Part-001 (High Vol),High Moving,North
2023-08-08,275,Part-001 (High Vol),High Moving,North
2023-08-09,284,Part-001 (High Vol),High Moving,North
2023-08-10,296,Part-001 (High Vol),High Moving,North
2023-08-11,290,Part-001 (High Vol),High Moving,North
2023-08-12,297,Part-001 (High Vol),High Moving,North
2023-08-13,291,Part-001 (High Vol),High Moving,North
2023-08-14,301,Part-001 (High Vol),High Moving,North
2023-08-15,275,Part-001 (High Vol),High Moving,North
2023-08-16,295,Part-001 (High Vol),High Moving,North
2023-08-17,296,Part-001 (High Vol),High Moving,North
2023-08-18,285,Part-001 (High Vol),High Moving,North
2023-08-19,298,Part-001 (High Vol),High Moving,North
2023-08-20,285,Part-001 (High Vol),High Moving,North
2023-08-21,301,Part-001 (High Vol),High Moving,North
2023-08-22,325,Part-001 (High Vol),High Moving,North
2023-08-23,283,Part-001 (High Vol),High Moving,North
2023-08-24,301,Part-001 (High Vol),High Moving,North
2023-08-25,292,Part-001 (High Vol),High Moving,North
2023-08-26,304,Part-001 (High Vol),High Moving,North
2023-08-27,305,Part-001 (High Vol),High Moving,North
2023-08-28,267,Part-001 (High Vol),High Moving,North
2023-08-29,287,Part-001 (High Vol),High Moving,North
2023-08-30,277,Part-001 (High Vol),High Moving,North
2023-08-31,275,Part-001 (High Vol),High Moving,North
2023-09-01,284,Part-001 (High Vol),High Moving,North
2023-09-02,277,Part-001 (High Vol),High Moving,North
2023-09-03,269,Part-001 (High Vol),High Moving,North
2023-09-04,269,Part-001 (High Vol),High Moving,North
2023-09-05,241,Part-001 (High Vol),High Moving,North
2023-09-06,247,Part-001 (High Vol),High Moving,North
2023-09-07,259,Part-001 (High Vol),High Moving,North
2023-09-08,231,Part-001 (High Vol),High Moving,North
2023-09-09,244,Part-001 (High Vol),High Moving,North
2023-09-10,263,Part-001 (High Vol),High Moving,North
2023-09-11,263,Part-001 (High Vol),High Moving,North
2023-09-12,247,Part-001 (High Vol),High Moving,North
2023-09-13,253,Part-001 (High Vol),High Moving,North
2023-09-14,260,Part-001 (High Vol),High Moving,North
2023-09-15,280,Part-001 (High Vol),High Moving,North
2023-09-16,270,Part-001 (High Vol),High Moving,North
2023-09-17,253,Part-001 (High Vol),High Moving,North
2023-09-18,255,Part-001 (High Vol),High Moving,North
2023-09-19,283,Part-001 (High Vol),High Moving,North
2023-09-20,292,Part-001 (High Vol),High Moving,North
2023-09-21,268,Part-001 (High Vol),High Moving,North
2023-09-22,290,Part-001 (High Vol),High Moving,North
2023-09-23,275,Part-001 (High Vol),High Moving,North
2023-09-24,296,Part-001 (High Vol),High Moving,North
2023-09-25,289,Part-001 (High Vol),High Moving,North
2023-09-26,291,Part-001 (High Vol),High Moving,North
2023-09-27,283,Part-001 (High Vol),High Moving,North
2023-09-28,324,Part-001 (High Vol),High Moving,North
2023-09-29,297,Part-001 (High Vol),High Moving,North
2023-09-30,290,Part-001 (High Vol),High Moving,North
2023-10-01,303,Part-001 (High Vol),High Moving,North
2023-10-02,304,Part-001 (High Vol),High Moving,North
2023-10-03,311,Part-001 (High Vol),High Moving,North
2023-10-04,326,Part-001 (High Vol),High Moving,North
2023-10-05,315,Part-001 (High Vol),High Moving,North
2023-10-06,316,Part-001 (High Vol),High Moving,North
2023-10-07,300,Part-001 (High Vol),High Moving,North
2023-10-08,320,Part-001 (High Vol),High Moving,North
2023-10-09,285,Part-001 (High Vol),High Moving,North
2023-10-10,311,Part-001 (High Vol),High Moving,North
2023-10-11,296,Part-001 (High Vol),High Moving,North
2023-10-12,305,Part-001 (High Vol),High Moving,North
2023-10-13,264,Part-001 (High Vol),High Moving,North
2023-10-14,282,Part-001 (High Vol),High Moving,North
2023-10-15,307,Part-001 (High Vol),High Moving,North
2023-10-16,309,Part-001 (High Vol),High Moving,North
2023-10-17,277,Part-001 (High Vol),High Moving,North
2023-10-18,266,Part-001 (High Vol),High Moving,North
2023-10-19,276,Part-001 (High Vol),High Moving,North
2023-10-20,284,Part-001 (High Vol),High Moving,North
2023-10-21,270,Part-001 (High Vol),High Moving,North
2023-10-22,264,Part-001 (High Vol),High Moving,North
2023-10-23,280,Part-001 (High Vol),High Moving,North
2023-10-24,271,Part-001 (High Vol),High Moving,North
2023-10-25,270,Part-001 (High Vol),High Moving,North
2023-10-26,265,Part-001 (High Vol),High Moving,North
2023-10-27,269,Part-001 (High Vol),High Moving,North
2023-10-28,254,Part-001 (High Vol),High Moving,North
2023-10-29,287,Part-001 (High Vol),High Moving,North
2023-10-30,270,Part-001 (High Vol),High Moving,North
2023-10-31,279,Part-001 (High Vol),High Moving,North
2023-11-01,276,Part-001 (High Vol),High Moving,North
2023-11-02,288,Part-001 (High Vol),High Moving,North
2023-11-03,251,Part-001 (High Vol),High Moving,North
2023-11-04,302,Part-001 (High Vol),High Moving,North
2023-11-05,248,Part-001 (High Vol),High Moving,North
2023-11-06,296,Part-001 (High Vol),High Moving,North
2023-11-07,294,Part-001 (High Vol),High Moving,North
2023-11-08,313,Part-001 (High Vol),High Moving,North
2023-11-09,313,Part-001 (High Vol),High Moving,North
2023-11-10,296,Part-001 (High Vol),High Moving,North
2023-11-11,294,Part-001 (High Vol),High Moving,North
2023-11-12,307,Part-001 (High Vol),High Moving,North
2023-11-13,342,Part-001 (High Vol),High Moving,North
2023-11-14,319,Part-001 (High Vol),High Moving,North
2023-11-15,306,Part-001 (High Vol),High Moving,North
2023-11-16,305,Part-001 (High Vol),High Moving,North
2023-11-17,302,Part-001 (High Vol),High Moving,North
2023-11-18,286,Part-001 (High Vol),High Moving,North
2023-11-19,284,Part-001 (High Vol),High Moving,North
2023-11-20,311,Part-001 (High Vol),High Moving,North
2023-11-21,291,Part-001 (High Vol),High Moving,North
2023-11-22,324,Part-001 (High Vol),High Moving,North
2023-11-23,301,Part-001 (High Vol),High Moving,North
2023-11-24,297,Part-001 (High Vol),High Moving,North
2023-11-25,279,Part-001 (High Vol),High Moving,North
2023-11-26,264,Part-001 (High Vol),High Moving,North
2023-11-27,286,Part-001 (High Vol),High Moving,North
2023-11-28,308,Part-001 (High Vol),High Moving,North
2023-11-29,273,Part-001 (High Vol),High Moving,North
2023-11-30,279,Part-001 (High Vol),High Moving,North
2023-12-01,270,Part-001 (High Vol),High Moving,North
2023-12-02,280,Part-001 (High Vol),High Moving,North
2023-12-03,285,Part-001 (High Vol),High Moving,North
2023-12-04,252,Part-001 (High Vol),High Moving,North
2023-12-05,281,Part-001 (High Vol),High Moving,North
2023-12-06,267,Part-001 (High Vol),High Moving,North
2023-12-07,254,Part-001 (High Vol),High Moving,North
2023-12-08,261,Part-001 (High Vol),High Moving,North
2023-12-09,268,Part-001 (High Vol),High Moving,North
2023-12-10,271,Part-001 (High Vol),High Moving,North
2023-12-11,272,Part-001 (High Vol),High Moving,North
2023-12-12,281,Part-001 (High Vol),High Moving,North
2023-12-13,254,Part-001 (High Vol),High Moving,North
2023-12-14,296,Part-001 (High Vol),High Moving,North
2023-12-15,303,Part-001 (High Vol),High Moving,North
2023-12-16,294,Part-001 (High Vol),High Moving,North
2023-12-17,321,Part-001 (High Vol),High Moving,North
2023-12-18,300,Part-001 (High Vol),High Moving,North
2023-12-19,315,Part-001 (High Vol),High Moving,North
2023-12-20,292,Part-001 (High Vol),High Moving,North
2023-12-21,289,Part-001 (High Vol),High Moving,North
2023-12-22,308,Part-001 (High Vol),High Moving,North
2023-12-23,305,Part-001 (High Vol),High Moving,North
2023-12-24,315,Part-001 (High Vol),High Moving,North
2023-12-25,320,Part-001 (High Vol),High Moving,North
2023-12-26,318,Part-001 (High Vol),High Moving,North
2023-12-27,333,Part-001 (High Vol),High Moving,North
2023-12-28,314,Part-001 (High Vol),High Moving,North
2023-12-29,285,Part-001 (High Vol),High Moving,North
2023-12-30,302,Part-001 (High Vol),High Moving,North
2023-12-31,322,Part-001 (High Vol),High Moving,North
2023-01-01,136,Part-002 (High Vol),High Moving,South
2023-01-02,100,Part-002 (High Vol),High Moving,South
2023-01-03,113,Part-002 (High Vol),High Moving,South
2023-01-04,93,Part-002 (High Vol),High Moving,South
2023-01-05,104,Part-002 (High Vol),High Moving,South
2023-01-06,95,Part-002 (High Vol),High Moving,South
2023-01-07,143,Part-002 (High Vol),High Moving,South
2023-01-08,131,Part-002 (High Vol),High Moving,South
2023-01-09,104,Part-002 (High Vol),High Moving,South
2023-01-10,105,Part-002 (High Vol),High Moving,South
2023-01-11,134,Part-002 (High Vol),High Moving,South
2023-01-12,117,Part-002 (High Vol),High Moving,South
2023-01-13,127,Part-002 (High Vol),High Moving,South
2023-01-14,100,Part-002 (High Vol),High Moving,South
2023-01-15,128,Part-002 (High Vol),High Moving,South
2023-01-16,95,Part-002 (High Vol),High Moving,South
2023-01-17,153,Part-002 (High Vol),High Moving,South
2023-01-18,125,Part-002 (High Vol),High Moving,South
2023-01-19,136,Part-002 (High Vol),High Moving,South
2023-01-20,116,Part-002 (High Vol),High Moving,South
2023-01-21,108,Part-002 (High Vol),High Moving,South
2023-01-22,108,Part-002 (High Vol),High Moving,South
2023-01-23,111,Part-002 (High Vol),High Moving,South
2023-01-24,86,Part-002 (High Vol),High Moving,South
2023-01-25,89,Part-002 (High Vol),High Moving,South
2023-01-26,117,Part-002 (High Vol),High Moving,South
2023-01-27,100,Part-002 (High Vol),High Moving,South
2023-01-28,96,Part-002 (High Vol),High Moving,South
2023-01-29,66,Part-002 (High Vol),High Moving,South
2023-01-30,71,Part-002 (High Vol),High Moving,South
2023-01-31,113,Part-002 (High Vol),High Moving,South
2023-02-01,85,Part-002 (High Vol),High Moving,South
2023-02-02,88,Part-002 (High Vol),High Moving,South
2023-02-03,107,Part-002 (High Vol),High Moving,South
2023-02-04,95,Part-002 (High Vol),High Moving,South
2023-02-05,119,Part-002 (High Vol),High Moving,South
2023-02-06,88,Part-002 (High Vol),High Moving,South
2023-02-07,105,Part-002 (High Vol),High Moving,South
2023-02-08,72,Part-002 (High Vol),High Moving,South
2023-02-09,96,Part-002 (High Vol),High Moving,South
2023-02-10,77,Part-002 (High Vol),High Moving,South
2023-02-11,109,Part-002 (High Vol),High Moving,South
2023-02-12,113,Part-002 (High Vol),High Moving,South
2023-02-13,121,Part-002 (High Vol),High Moving,South
2023-02-14,100,Part-002 (High Vol),High Moving,South
2023-02-15,96,Part-002 (High Vol),High Moving,South
2023-02-16,141,Part-002 (High Vol),High Moving,South
2023-02-17,123,Part-002 (High Vol),High Moving,South
2023-02-18,108,Part-002 (High Vol),High Moving,South
2023-02-19,134,Part-002 (High Vol),High Moving,South
2023-02-20,126,Part-002 (High Vol),High Moving,South
2023-02-21,123,Part-002 (High Vol),High Moving,South
2023-02-22,139,Part-002 (High Vol),High Moving,South
2023-02-23,131,Part-002 (High Vol),High Moving,South
2023-02-24,116,Part-002 (High Vol),High Moving,South
2023-02-25,98,Part-002 (High Vol),High Moving,South
2023-02-26,133,Part-002 (High Vol),High Moving,South
2023-02-27,133,Part-002 (High Vol),High Moving,South
2023-02-28,141,Part-002 (High Vol),High Moving,South
2023-03-01,140,Part-002 (High Vol),High Moving,South
2023-03-02,96,Part-002 (High Vol),High Moving,South
2023-03-03,119,Part-002 (High Vol),High Moving,South
2023-03-04,149,Part-002 (High Vol),High Moving,South
2023-03-05,124,Part-002 (High Vol),High Moving,South
2023-03-06,107,Part-002 (High Vol),High Moving,South
2023-03-07,102,Part-002 (High Vol),High Moving,South
2023-03-08,109,Part-002 (High Vol),High Moving,South
2023-03-09,122,Part-002 (High Vol),High Moving,South
2023-03-10,118,Part-002 (High Vol),High Moving,South
2023-03-11,122,Part-002 (High Vol),High Moving,South
2023-03-12,137,Part-002 (High Vol),High Moving,South
2023-03-13,99,Part-002 (High Vol),High Moving,South
2023-03-14,99,Part-002 (High Vol),High Moving,South
2023-03-15,81,Part-002 (High Vol),High Moving,South
2023-03-16,85,Part-002 (High Vol),High Moving,South
2023-03-17,75,Part-002 (High Vol),High Moving,South
2023-03-18,85,Part-002 (High Vol),High Moving,South
2023-03-19,98,Part-002 (High Vol),High Moving,South
2023-03-20,104,Part-002 (High Vol),High Moving,South
2023-03-21,125,Part-002 (High Vol),High Moving,South
2023-03-22,92,Part-002 (High Vol),High Moving,South
2023-03-23,99,Part-002 (High Vol),High Moving,South
2023-03-24,122,Part-002 (High Vol),High Moving,South
2023-03-25,86,Part-002 (High Vol),High Moving,South
2023-03-26,119,Part-002 (High Vol),High Moving,South
2023-03-27,94,Part-002 (High Vol),High Moving,South
2023-03-28,123,Part-002 (High Vol),High Moving,South
2023-03-29,122,Part-002 (High Vol),High Moving,South
2023-03-30,113,Part-002 (High Vol),High Moving,South
2023-03-31,109,Part-002 (High Vol),High Moving,South
2023-04-01,108,Part-002 (High Vol),High Moving,South
2023-04-02,110,Part-002 (High Vol),High Moving,South
2023-04-03,126,Part-002 (High Vol),High Moving,South
2023-04-04,119,Part-002 (High Vol),High Moving,South
2023-04-05,122,Part-002 (High Vol),High Moving,South
2023-04-06,123,Part-002 (High Vol),High Moving,South
2023-04-07,110,Part-002 (High Vol),High Moving,South
2023-04-08,129,Part-002 (High Vol),High Moving,South
2023-04-09,112,Part-002 (High Vol),High Moving,South
2023-04-10,134,Part-002 (High Vol),High Moving,South
2023-04-11,131,Part-002 (High Vol),High Moving,South
2023-04-12,126,Part-002 (High Vol),High Moving,South
2023-04-13,128,Part-002 (High Vol),High Moving,South
2023-04-14,114,Part-002 (High Vol),High Moving,South
2023-04-15,152,Part-002 (High Vol),High Moving,South
2023-04-16,112,Part-002 (High Vol),High Moving,South
2023-04-17,116,Part-002 (High Vol),High Moving,South
2023-04-18,133,Part-002 (High Vol),High Moving,South
2023-04-19,153,Part-002 (High Vol),High Moving,South
2023-04-20,125,Part-002 (High Vol),High Moving,South
2023-04-21,109,Part-002 (High Vol),High Moving,South
2023-04-22,120,Part-002 (High Vol),High Moving,South
2023-04-23,118,Part-002 (High Vol),High Moving,South
2023-04-24,126,Part-002 (High Vol),High Moving,South
2023-04-25,105,Part-002 (High Vol),High Moving,South
2023-04-26,87,Part-002 (High Vol),High Moving,South
2023-04-27,97,Part-002 (High Vol),High Moving,South
2023-04-28,116,Part-002 (High Vol),High Moving,South
2023-04-29,89,Part-002 (High Vol),High Moving,South
2023-04-30,87,Part-002 (High Vol),High Moving,South
2023-05-01,103,Part-002 (High Vol),High Moving,South
2023-05-02,102,Part-002 (High Vol),High Moving,South
2023-05-03,97,Part-002 (High Vol),High Moving,South
2023-05-04,78,Part-002 (High Vol),High Moving,South
2023-05-05,86,Part-002 (High Vol),High Moving,South
2023-05-06,118,Part-002 (High Vol),High Moving,South
2023-05-07,85,Part-002 (High Vol),High Moving,South
2023-05-08,108,Part-002 (High Vol),High Moving,South
2023-05-09,114,Part-002 (High Vol),High Moving,South
2023-05-10,114,Part-002 (High Vol),High Moving,South
2023-05-11,108,Part-002 (High Vol),High Moving,South
2023-05-12,129,Part-002 (High Vol),High Moving,South
2023-05-13,126,Part-002 (High Vol),High Moving,South
2023-05-14,111,Part-002 (High Vol),High Moving,South
2023-05-15,138,Part-002 (High Vol),High Moving,South
2023-05-16,123,Part-002 (High Vol),High Moving,South
2023-05-17,130,Part-002 (High Vol),High Moving,South
2023-05-18,148,Part-002 (High Vol),High Moving,South
2023-05-19,150,Part-002 (High Vol),High Moving,South
2023-05-20,124,Part-002 (High Vol),High Moving,South
2023-05-21,160,Part-002 (High Vol),High Moving,South
2023-05-22,126,Part-002 (High Vol),High Moving,South
2023-05-23,147,Part-002 (High Vol),High Moving,South
2023-05-24,116,Part-002 (High Vol),High Moving,South
2023-05-25,154,Part-002 (High Vol),High Moving,South
2023-05-26,135,Part-002 (High Vol),High Moving,South
2023-05-27,119,Part-002 (High Vol),High Moving,South
2023-05-28,145,Part-002 (High Vol),High Moving,South
2023-05-29,144,Part-002 (High Vol),High Moving,South
2023-05-30,131,Part-002 (High Vol),High Moving,South
2023-05-31,104,Part-002 (High Vol),High Moving,South
2023-06-01,125,Part-002 (High Vol),High Moving,South
